work_year,salary_in_usd,experience_level,remote_status,country_iso3,gdp_per_capita_ppp,salary_to_gdp_ratio
2024,230000,Senior-Level,Fully Remote,USA,77860.9112908848,2.9539854618542867
2024,175520,Senior-Level,Onsite,USA,77860.9112908848,2.254276209846367
2024,103786,Senior-Level,Onsite,USA,77860.9112908848,1.3329666745391695
2024,170000,Senior-Level,Fully Remote,USA,77860.9112908848,2.183380558761864
2024,130000,Senior-Level,Fully Remote,USA,77860.9112908848,1.669643956700249
2024,195000,Senior-Level,Onsite,USA,77860.9112908848,2.5044659350503737
2024,170400,Mid-Level,Fully Remote,USA,77860.9112908848,2.1885179247824804
2024,106500,Mid-Level,Fully Remote,USA,77860.9112908848,1.36782370298905
2024,134500,Mid-Level,Onsite,USA,77860.9112908848,1.7274393244321808
2024,100000,Mid-Level,Onsite,USA,77860.9112908848,1.2843415051540377
2024,159000,Mid-Level,Onsite,USA,77860.9112908848,2.04210299319492
2024,111300,Mid-Level,Onsite,USA,77860.9112908848,1.429472095236444
2024,173400,Mid-Level,Onsite,USA,77860.9112908848,2.2270481699371016
2024,99100,Mid-Level,Onsite,USA,77860.9112908848,1.2727824316076515
2024,185000,Senior-Level,Onsite,USA,77860.9112908848,2.3760317845349697
2024,79600,Senior-Level,Onsite,USA,77860.9112908848,1.022335838102614
2024,323700,Executive-Level,Fully Remote,USA,77860.9112908848,4.15741345218362
2024,190500,Executive-Level,Fully Remote,USA,77860.9112908848,2.4466705673184417
2024,218000,Senior-Level,Onsite,USA,77860.9112908848,2.7998644812358022
2024,145000,Senior-Level,Onsite,USA,77860.9112908848,1.8622951824733547
2024,258100,Senior-Level,Onsite,USA,77860.9112908848,3.314885424802571
2024,151900,Senior-Level,Onsite,USA,77860.9112908848,1.9509147463289833
2024,106500,Mid-Level,Onsite,USA,77860.9112908848,1.36782370298905
2024,212800,Mid-Level,Onsite,USA,77860.9112908848,2.733078722967792
2024,111600,Mid-Level,Onsite,USA,77860.9112908848,1.4333251197519061
2024,166700,Senior-Level,Fully Remote,USA,77860.9112908848,2.1409972890917808
2024,150000,Senior-Level,Fully Remote,USA,77860.9112908848,1.9265122577310565
2024,220000,Senior-Level,Onsite,USA,77860.9112908848,2.825551311338883
2024,170000,Senior-Level,Onsite,USA,77860.9112908848,2.183380558761864
2024,418000,Senior-Level,Fully Remote,USA,77860.9112908848,5.368547491543878
2024,141000,Senior-Level,Fully Remote,USA,77860.9112908848,1.8109215222671933
2024,440000,Senior-Level,Onsite,USA,77860.9112908848,5.651102622677766
2024,100000,Senior-Level,Onsite,USA,77860.9112908848,1.2843415051540377
2024,260000,Executive-Level,Hybrid,USA,77860.9112908848,3.339287913400498
2024,246100,Executive-Level,Onsite,USA,77860.9112908848,3.1607644441840868
2024,181900,Executive-Level,Onsite,USA,77860.9112908848,2.3362171978751944
2024,91000,Entry-Level,Onsite,USA,77860.9112908848,1.1687507696901744
2024,70000,Entry-Level,Onsite,USA,77860.9112908848,0.8990390536078264
2024,177500,Executive-Level,Onsite,USA,77860.9112908848,2.279706171648417
2024,117500,Executive-Level,Onsite,USA,77860.9112908848,1.5091012685559944
2024,95000,Entry-Level,Onsite,USA,77860.9112908848,1.2201244298963358
2024,258720,Senior-Level,Onsite,USA,77860.9112908848,3.3228483421345265
2024,160000,Senior-Level,Onsite,USA,77860.9112908848,2.0549464082464604
2024,154800,Mid-Level,Onsite,USA,77860.9112908848,1.9881606499784503
2024,170200,Mid-Level,Onsite,USA,77860.9112908848,2.1859492417721724
2024,83900,Mid-Level,Onsite,USA,77860.9112908848,1.0775625228242376
2024,205000,Senior-Level,Fully Remote,USA,77860.9112908848,2.6329000855657774
2024,165000,Senior-Level,Fully Remote,USA,77860.9112908848,2.1191634835041624
2024,250000,Mid-Level,Onsite,USA,77860.9112908848,3.2108537628850944
2024,131600,Mid-Level,Onsite,USA,77860.9112908848,1.6901934207827136
2024,240000,Senior-Level,Onsite,USA,77860.9112908848,3.0824196123696908
2024,187000,Senior-Level,Onsite,USA,77860.9112908848,2.4017186146380505
2024,134600,Mid-Level,Onsite,USA,77860.9112908848,1.7287236659373348
2024,103000,Mid-Level,Onsite,USA,77860.9112908848,1.322871750308659
2024,324000,Senior-Level,Onsite,USA,77860.9112908848,4.161266476699082
2024,159000,Senior-Level,Onsite,USA,77860.9112908848,2.04210299319492
2024,385000,Senior-Level,Onsite,USA,77860.9112908848,4.944714794843045
2024,245000,Senior-Level,Onsite,USA,77860.9112908848,3.1466366876273923
2024,385000,Mid-Level,Onsite,USA,77860.9112908848,4.944714794843045
2024,245000,Mid-Level,Onsite,USA,77860.9112908848,3.1466366876273923
2024,214300,Mid-Level,Onsite,USA,77860.9112908848,2.752343845545103
2024,108500,Mid-Level,Onsite,USA,77860.9112908848,1.393510533092131
2024,245700,Senior-Level,Onsite,USA,77860.9112908848,3.1556270781634708
2024,132300,Senior-Level,Onsite,USA,77860.9112908848,1.6991838113187918
2024,80000,Mid-Level,Onsite,USA,77860.9112908848,1.0274732041232302
2024,73000,Mid-Level,Onsite,USA,77860.9112908848,0.9375692987624475
2024,263500,Senior-Level,Fully Remote,USA,77860.9112908848,3.3842398660808892
2024,189360,Senior-Level,Fully Remote,USA,77860.9112908848,2.432029074159686
2024,175000,Senior-Level,Fully Remote,USA,77860.9112908848,2.247597634019566
2024,125000,Senior-Level,Fully Remote,USA,77860.9112908848,1.6054268814425472
2024,175762,Executive-Level,Onsite,USA,77860.9112908848,2.2573843162888396
2024,97254,Executive-Level,Onsite,USA,77860.9112908848,1.2490734874225078
2024,218213,Senior-Level,Fully Remote,USA,77860.9112908848,2.8026001286417803
2024,178538,Senior-Level,Fully Remote,USA,77860.9112908848,2.293037636471916
2024,440000,Mid-Level,Onsite,USA,77860.9112908848,5.651102622677766
2024,295000,Mid-Level,Onsite,USA,77860.9112908848,3.7888074402044114
2024,118600,Mid-Level,Onsite,USA,77860.9112908848,1.5232290251126888
2024,96800,Mid-Level,Onsite,USA,77860.9112908848,1.2432425769891084
2024,198800,Mid-Level,Onsite,USA,77860.9112908848,2.553270912246227
2024,90700,Mid-Level,Onsite,USA,77860.9112908848,1.1648977451747122
2024,115000,Senior-Level,Onsite,USA,77860.9112908848,1.4769927309271433
2024,269100,Senior-Level,Onsite,USA,77860.9112908848,3.4561629903695157
2024,131300,Senior-Level,Onsite,USA,77860.9112908848,1.6863403962672516
2024,99900,Entry-Level,Onsite,USA,77860.9112908848,1.2830571636488837
2024,83000,Entry-Level,Onsite,USA,77860.9112908848,1.0660034492778514
2024,240960,Mid-Level,Onsite,USA,77860.9112908848,3.0947492908191694
2024,190000,Mid-Level,Onsite,USA,77860.9112908848,2.4402488597926717
2024,178600,Senior-Level,Onsite,USA,77860.9112908848,2.2938339282051112
2024,67200,Senior-Level,Onsite,USA,77860.9112908848,0.8630774914635133
2024,169000,Senior-Level,Fully Remote,USA,77860.9112908848,2.1705371437103236
2024,450000,Senior-Level,Onsite,USA,77860.9112908848,5.77953677319317
2024,99500,Senior-Level,Onsite,USA,77860.9112908848,1.2779197976282675
2024,53300,Senior-Level,Onsite,USA,77860.9112908848,0.6845540222471022
2024,240960,Senior-Level,Onsite,USA,77860.9112908848,3.0947492908191694
2024,200800,Senior-Level,Onsite,USA,77860.9112908848,2.5789577423493077
2024,125000,Mid-Level,Fully Remote,USA,77860.9112908848,1.6054268814425472
2024,115000,Mid-Level,Fully Remote,USA,77860.9112908848,1.4769927309271433
2024,261050,Senior-Level,Onsite,USA,77860.9112908848,3.3527734992046154
2024,331640,Senior-Level,Onsite,USA,77860.9112908848,4.2593901676928505
2024,283780,Senior-Level,Onsite,USA,77860.9112908848,3.6447043233261285
2024,146500,Senior-Level,Onsite,USA,77860.9112908848,1.8815603050506653
2024,96000,Senior-Level,Onsite,USA,77860.9112908848,1.2329678449478763
2024,235000,Senior-Level,Onsite,USA,77860.9112908848,3.0182025371119887
2024,140400,Mid-Level,Fully Remote,USA,77860.9112908848,1.803215473236269
2024,90000,Mid-Level,Fully Remote,USA,77860.9112908848,1.155907354638634
2024,76300,Senior-Level,Onsite,USA,77860.9112908848,0.9799525684325308
2024,260000,Senior-Level,Onsite,USA,77860.9112908848,3.339287913400498
2024,225000,Senior-Level,Onsite,USA,77860.9112908848,2.889768386596585
2024,165000,Senior-Level,Onsite,USA,77860.9112908848,2.1191634835041624
2024,137000,Senior-Level,Onsite,USA,77860.9112908848,1.7595478620610316
2024,136000,Senior-Level,Onsite,USA,77860.9112908848,1.7467044470094912
2024,296100,Senior-Level,Onsite,USA,77860.9112908848,3.802935196761106
2024,144500,Senior-Level,Onsite,USA,77860.9112908848,1.8558734749475845
2024,278700,Senior-Level,Onsite,USA,77860.9112908848,3.5794597748643033
2024,159300,Senior-Level,Onsite,USA,77860.9112908848,2.045956017710382
2024,206000,Senior-Level,Fully Remote,USA,77860.9112908848,2.645743500617318
2024,140250,Senior-Level,Fully Remote,USA,77860.9112908848,1.8012889609785379
2024,180000,Senior-Level,Onsite,USA,77860.9112908848,2.311814709277268
2024,140000,Senior-Level,Onsite,USA,77860.9112908848,1.7980781072156529
2024,116800,Senior-Level,Onsite,USA,77860.9112908848,1.5001108780199162
2024,87600,Senior-Level,Onsite,USA,77860.9112908848,1.125083158514937
2024,125000,Senior-Level,Onsite,USA,77860.9112908848,1.6054268814425472
2024,283500,Senior-Level,Onsite,USA,77860.9112908848,3.641108167111697
2024,149000,Senior-Level,Onsite,USA,77860.9112908848,1.9136688426795163
2024,357900,Senior-Level,Onsite,USA,77860.9112908848,4.596658246946301
2024,189400,Senior-Level,Onsite,USA,77860.9112908848,2.4325428107617473
2024,212000,Senior-Level,Onsite,USA,77860.9112908848,2.72280399092656
2024,93400,Senior-Level,Onsite,USA,77860.9112908848,1.1995749658138712
2024,128656,Senior-Level,Onsite,USA,77860.9112908848,1.6523824068709787
2024,103330,Senior-Level,Onsite,USA,77860.9112908848,1.3271100772756672
2024,250900,Senior-Level,Onsite,USA,77860.9112908848,3.222412836431481
2024,135200,Senior-Level,Onsite,USA,77860.9112908848,1.736429714968259
2024,414000,Senior-Level,Onsite,USA,77860.9112908848,5.317173831337716
2024,216000,Senior-Level,Onsite,USA,77860.9112908848,2.7741776511327214
2024,69000,Mid-Level,Onsite,USA,77860.9112908848,0.886195638556286
2024,51000,Mid-Level,Onsite,USA,77860.9112908848,0.6550141676285592
2024,109000,Senior-Level,Onsite,USA,77860.9112908848,1.3999322406179011
2024,62300,Senior-Level,Onsite,USA,77860.9112908848,0.8001447577109655
2024,134160,Mid-Level,Onsite,USA,77860.9112908848,1.723072563314657
2024,72240,Mid-Level,Onsite,USA,77860.9112908848,0.9278083033232769
2024,90500,Mid-Level,Onsite,USA,77860.9112908848,1.1623290621644042
2024,42400,Mid-Level,Onsite,USA,77860.9112908848,0.544560798185312
2024,381500,Senior-Level,Onsite,USA,77860.9112908848,4.899762842162654
2024,202500,Senior-Level,Onsite,USA,77860.9112908848,2.6007915479369266
2024,257000,Senior-Level,Onsite,USA,77860.9112908848,3.300757668245877
2024,129000,Senior-Level,Onsite,USA,77860.9112908848,1.6568005416487086
2024,120000,Entry-Level,Fully Remote,USA,77860.9112908848,1.5412098061848454
2024,100000,Entry-Level,Fully Remote,USA,77860.9112908848,1.2843415051540377
2024,80000,Entry-Level,Onsite,USA,77860.9112908848,1.0274732041232302
2024,45700,Entry-Level,Onsite,USA,77860.9112908848,0.5869440678553952
2024,138000,Senior-Level,Onsite,USA,77860.9112908848,1.772391277112572
2024,86000,Senior-Level,Onsite,USA,77860.9112908848,1.1045336944324724
2024,152000,Senior-Level,Onsite,USA,77860.9112908848,1.9521990878341373
2024,133200,Senior-Level,Onsite,USA,77860.9112908848,1.7107428848651782
2024,135000,Senior-Level,Onsite,USA,77860.9112908848,1.733861031957951
2024,120000,Senior-Level,Onsite,USA,77860.9112908848,1.5412098061848454
2024,150000,Senior-Level,Onsite,USA,77860.9112908848,1.9265122577310565
2024,95000,Mid-Level,Onsite,USA,77860.9112908848,1.2201244298963358
2024,134200,Senior-Level,Fully Remote,USA,77860.9112908848,1.7235862999167186
2024,117000,Senior-Level,Fully Remote,USA,77860.9112908848,1.5026795610302242
2024,234000,Senior-Level,Onsite,USA,77860.9112908848,3.0053591220604483
2024,146000,Senior-Level,Onsite,USA,77860.9112908848,1.875138597524895
2024,75065,Entry-Level,Fully Remote,USA,77860.9112908848,0.9640909508438784
2024,41419,Entry-Level,Fully Remote,USA,77860.9112908848,0.5319614080197509
2024,107800,Mid-Level,Onsite,USA,77860.9112908848,1.3845201425560527
2024,61600,Mid-Level,Onsite,USA,77860.9112908848,0.7911543671748873
2024,80000,Entry-Level,Fully Remote,USA,77860.9112908848,1.0274732041232302
2024,75000,Entry-Level,Fully Remote,USA,77860.9112908848,0.9632561288655282
2024,179000,Senior-Level,Onsite,USA,77860.9112908848,2.2989712942257277
2024,112000,Senior-Level,Onsite,USA,77860.9112908848,1.4384624857725223
2024,247300,Senior-Level,Onsite,USA,77860.9112908848,3.176176542245935
2024,139700,Senior-Level,Onsite,USA,77860.9112908848,1.7942250827001907
2024,93000,Entry-Level,Onsite,USA,77860.9112908848,1.194437599793255
2024,65750,Entry-Level,Onsite,USA,77860.9112908848,0.8444545396387798
2024,130000,Mid-Level,Onsite,USA,77860.9112908848,1.669643956700249
2024,90800,Mid-Level,Onsite,USA,77860.9112908848,1.1661820866798662
2024,166000,Mid-Level,Onsite,USA,77860.9112908848,2.132006898555703
2024,73100,Mid-Level,Onsite,USA,77860.9112908848,0.9388536402676015
2024,186754,Senior-Level,Onsite,USA,77860.9112908848,2.398559134535372
2024,101000,Senior-Level,Onsite,USA,77860.9112908848,1.297184920205578
2024,80000,Senior-Level,Onsite,USA,77860.9112908848,1.0274732041232302
2024,67500,Senior-Level,Onsite,USA,77860.9112908848,0.8669305159789755
2024,106050,Mid-Level,Onsite,USA,77860.9112908848,1.362044166215857
2024,80420,Mid-Level,Onsite,USA,77860.9112908848,1.032867438444877
2024,179000,Entry-Level,Onsite,USA,77860.9112908848,2.2989712942257277
2024,112000,Entry-Level,Onsite,USA,77860.9112908848,1.4384624857725223
2024,186000,Senior-Level,Onsite,USA,77860.9112908848,2.38887519958651
2024,81800,Senior-Level,Onsite,USA,77860.9112908848,1.0505913512160028
2024,94100,Senior-Level,Onsite,USA,77860.9112908848,1.2085653563499494
2024,215000,Executive-Level,Onsite,USA,77860.9112908848,2.761334236081181
2024,303400,Senior-Level,Fully Remote,USA,77860.9112908848,3.8966921266373507
2024,216700,Senior-Level,Fully Remote,USA,77860.9112908848,2.7831680416688
2024,110000,Senior-Level,Fully Remote,USA,77860.9112908848,1.4127756556694415
2024,115000,Mid-Level,Onsite,USA,77860.9112908848,1.4769927309271433
2024,195000,Senior-Level,Fully Remote,USA,77860.9112908848,2.5044659350503737
2024,295000,Senior-Level,Onsite,USA,77860.9112908848,3.7888074402044114
2024,152375,Senior-Level,Fully Remote,USA,77860.9112908848,1.957015368478465
2024,94000,Senior-Level,Fully Remote,USA,77860.9112908848,1.2072810148447954
2024,180000,Senior-Level,Fully Remote,USA,77860.9112908848,2.311814709277268
2024,218000,Mid-Level,Onsite,USA,77860.9112908848,2.7998644812358022
2024,152600,Mid-Level,Onsite,USA,77860.9112908848,1.9599051368650615
2024,750000,Mid-Level,Onsite,USA,77860.9112908848,9.632561288655284
2024,150000,Mid-Level,Onsite,USA,77860.9112908848,1.9265122577310565
2024,136197,Senior-Level,Onsite,USA,77860.9112908848,1.7492345997746448
2024,179000,Executive-Level,Onsite,USA,77860.9112908848,2.2989712942257277
2024,112000,Executive-Level,Onsite,USA,77860.9112908848,1.4384624857725223
2024,175100,Mid-Level,Onsite,USA,77860.9112908848,2.24888197552472
2024,82915,Mid-Level,Onsite,USA,77860.9112908848,1.0649117589984705
2024,116550,Mid-Level,Onsite,USA,77860.9112908848,1.496900024257031
2024,79200,Mid-Level,Onsite,USA,77860.9112908848,1.017198472081998
2024,168000,Mid-Level,Fully Remote,USA,77860.9112908848,2.157693728658783
2024,120000,Mid-Level,Fully Remote,USA,77860.9112908848,1.5412098061848454
2024,210000,Senior-Level,Onsite,USA,77860.9112908848,2.6971171608234794
2024,116000,Senior-Level,Onsite,USA,77860.9112908848,1.4898361459786837
2024,90000,Senior-Level,Onsite,USA,77860.9112908848,1.155907354638634
2024,247600,Senior-Level,Onsite,USA,77860.9112908848,3.1800295667613976
2024,127300,Senior-Level,Onsite,USA,77860.9112908848,1.63496673606109
2024,190600,Senior-Level,Fully Remote,USA,77860.9112908848,2.447954908823596
2024,94400,Senior-Level,Fully Remote,USA,77860.9112908848,1.2124183808654116
2024,720000,Mid-Level,Onsite,USA,77860.9112908848,9.247258837109072
2024,171000,Senior-Level,Onsite,USA,77860.9112908848,2.1962239738134044
2024,93000,Senior-Level,Onsite,USA,77860.9112908848,1.194437599793255
2024,104000,Senior-Level,Onsite,USA,77860.9112908848,1.3357151653601993
2024,158000,Mid-Level,Onsite,USA,77860.9112908848,2.0292595781433795
2024,106000,Mid-Level,Onsite,USA,77860.9112908848,1.36140199546328
2024,140130,Senior-Level,Onsite,USA,77860.9112908848,1.799747751172353
2024,84870,Senior-Level,Onsite,USA,77860.9112908848,1.0900206354242319
2024,220000,Senior-Level,Fully Remote,USA,77860.9112908848,2.825551311338883
2024,117750,Mid-Level,Onsite,USA,77860.9112908848,1.5123121223188793
2024,70650,Mid-Level,Onsite,USA,77860.9112908848,0.9073872733913276
2024,233200,Senior-Level,Onsite,USA,77860.9112908848,2.995084390019216
2024,144200,Senior-Level,Onsite,USA,77860.9112908848,1.8520204504321225
2024,247500,Senior-Level,Onsite,USA,77860.9112908848,3.1787452252562436
2024,172200,Senior-Level,Onsite,USA,77860.9112908848,2.211636071875253
2024,138000,Mid-Level,Onsite,USA,77860.9112908848,1.772391277112572
2024,86000,Mid-Level,Onsite,USA,77860.9112908848,1.1045336944324724
2024,92000,Mid-Level,Onsite,USA,77860.9112908848,1.1815941847417146
2024,70000,Senior-Level,Fully Remote,USA,77860.9112908848,0.8990390536078264
2024,127000,Senior-Level,Onsite,USA,77860.9112908848,1.631113711545628
2024,72600,Senior-Level,Onsite,USA,77860.9112908848,0.9324319327418314
2024,70000,Entry-Level,Fully Remote,USA,77860.9112908848,0.8990390536078264
2024,50000,Entry-Level,Fully Remote,USA,77860.9112908848,0.6421707525770188
2024,71000,Entry-Level,Onsite,USA,77860.9112908848,0.9118824686593668
2024,198650,Senior-Level,Onsite,USA,77860.9112908848,2.551344399988496
2024,92700,Entry-Level,Fully Remote,USA,77860.9112908848,1.190584575277793
2024,64900,Entry-Level,Fully Remote,USA,77860.9112908848,0.8335376368449705
2024,81713,Mid-Level,Fully Remote,USA,77860.9112908848,1.0494739741065189
2024,48067,Mid-Level,Fully Remote,USA,77860.9112908848,0.6173444312823914
2024,111800,Senior-Level,Onsite,USA,77860.9112908848,1.4358938027622141
2024,68195,Senior-Level,Onsite,USA,77860.9112908848,0.875856689439796
2024,132000,Senior-Level,Onsite,USA,77860.9112908848,1.6953307868033298
2024,82500,Senior-Level,Onsite,USA,77860.9112908848,1.0595817417520812
2024,140000,Mid-Level,Onsite,USA,77860.9112908848,1.7980781072156529
2024,85000,Mid-Level,Fully Remote,USA,77860.9112908848,1.091690279380932
2024,61800,Mid-Level,Fully Remote,USA,77860.9112908848,0.7937230501851953
2024,129118,Mid-Level,Onsite,USA,77860.9112908848,1.6583160646247905
2024,86078,Mid-Level,Onsite,USA,77860.9112908848,1.1055354808064926
2024,97000,Mid-Level,Onsite,USA,77860.9112908848,1.2458112599994167
2024,62000,Mid-Level,Onsite,USA,77860.9112908848,0.7962917331955034
2024,237000,Mid-Level,Fully Remote,USA,77860.9112908848,3.0438893672150695
2024,201450,Mid-Level,Fully Remote,USA,77860.9112908848,2.587305962132809
2024,97000,Senior-Level,Onsite,USA,77860.9112908848,1.2458112599994167
2024,62000,Senior-Level,Onsite,USA,77860.9112908848,0.7962917331955034
2024,253000,Senior-Level,Onsite,USA,77860.9112908848,3.2493840080397156
2024,250000,Senior-Level,Onsite,USA,77860.9112908848,3.2108537628850944
2024,184000,Mid-Level,Onsite,USA,77860.9112908848,2.3631883694834293
2024,123000,Mid-Level,Onsite,USA,77860.9112908848,1.5797400513394664
2024,184000,Senior-Level,Onsite,USA,77860.9112908848,2.3631883694834293
2024,123000,Senior-Level,Onsite,USA,77860.9112908848,1.5797400513394664
2024,317000,Senior-Level,Onsite,USA,77860.9112908848,4.0713625713383
2024,266000,Senior-Level,Onsite,USA,77860.9112908848,3.4163484037097405
2024,229000,Senior-Level,Onsite,USA,77860.9112908848,2.9411420468027463
2024,221000,Senior-Level,Onsite,USA,77860.9112908848,2.8383947263904235
2024,210000,Senior-Level,Fully Remote,USA,77860.9112908848,2.6971171608234794
2024,162000,Senior-Level,Fully Remote,USA,77860.9112908848,2.080633238349541
2024,198000,Senior-Level,Onsite,USA,77860.9112908848,2.5429961802049945
2024,162000,Senior-Level,Onsite,USA,77860.9112908848,2.080633238349541
2024,300000,Senior-Level,Onsite,USA,77860.9112908848,3.853024515462113
2024,68088,Mid-Level,Onsite,USA,77860.9112908848,0.8744824440292812
2024,54552,Mid-Level,Onsite,USA,77860.9112908848,0.7006339778916306
2024,99000,Mid-Level,Onsite,USA,77860.9112908848,1.2714980901024973
2024,110000,Mid-Level,Fully Remote,USA,77860.9112908848,1.4127756556694415
2024,60000,Mid-Level,Onsite,USA,77860.9112908848,0.7706049030924227
2024,55000,Mid-Level,Onsite,USA,77860.9112908848,0.7063878278347208
2024,116013,Entry-Level,Onsite,USA,77860.9112908848,1.4900031103743538
2024,92810,Entry-Level,Onsite,USA,77860.9112908848,1.1919973509334625
2024,200000,Senior-Level,Onsite,USA,77860.9112908848,2.5686830103080753
2024,146100,Mid-Level,Onsite,USA,77860.9112908848,1.876422939030049
2024,86500,Mid-Level,Onsite,USA,77860.9112908848,1.1109554019582426
2024,96600,Senior-Level,Onsite,USA,77860.9112908848,1.2406738939788005
2024,209300,Senior-Level,Onsite,USA,77860.9112908848,2.688126770287401
2024,118300,Senior-Level,Onsite,USA,77860.9112908848,1.5193760005972266
2024,140000,Senior-Level,Fully Remote,USA,77860.9112908848,1.7980781072156529
2024,97200,Senior-Level,Fully Remote,USA,77860.9112908848,1.2483799430097247
2024,308000,Mid-Level,Onsite,USA,77860.9112908848,3.9557718358744363
2024,193000,Mid-Level,Onsite,USA,77860.9112908848,2.478779104947293
2024,126480,Senior-Level,Onsite,USA,77860.9112908848,1.624435135718827
2024,82620,Senior-Level,Onsite,USA,77860.9112908848,1.061122951558266
2024,140025,Mid-Level,Fully Remote,USA,77860.9112908848,1.7983991925919414
2024,102300,Mid-Level,Fully Remote,USA,77860.9112908848,1.3138813597725807
2024,81500,Mid-Level,Fully Remote,USA,77860.9112908848,1.0467383267005408
2024,75000,Mid-Level,Fully Remote,USA,77860.9112908848,0.9632561288655282
2024,106875,Senior-Level,Onsite,USA,77860.9112908848,1.3726399836333778
2024,71250,Senior-Level,Onsite,USA,77860.9112908848,0.9150933224222518
2024,245000,Mid-Level,Fully Remote,USA,77860.9112908848,3.1466366876273923
2024,135000,Mid-Level,Fully Remote,USA,77860.9112908848,1.733861031957951
2024,144138,Senior-Level,Onsite,USA,77860.9112908848,1.8512241586989269
2024,104828,Senior-Level,Onsite,USA,77860.9112908848,1.3463495130228746
2024,161000,Senior-Level,Onsite,USA,77860.9112908848,2.0677898232980008
2024,161875,Mid-Level,Onsite,USA,77860.9112908848,2.0790278114680985
2024,97125,Mid-Level,Onsite,USA,77860.9112908848,1.2474166868808592
2024,196350,Senior-Level,Fully Remote,USA,77860.9112908848,2.521804545369953
2024,127500,Senior-Level,Fully Remote,USA,77860.9112908848,1.6375354190713982
2024,135450,Mid-Level,Fully Remote,USA,77860.9112908848,1.739640568731144
2024,72870,Mid-Level,Fully Remote,USA,77860.9112908848,0.9358996548057473
